SPEAKER	SENTENCE	DOMAINID	DOMAIN	CATEGORY	SPEAKERID	SENTENCEID	MAIN	SUB	QA	QACNCT	MQ	SQ	UA	SA	개체명	용어사전	지식베이스
점원	들어가있습니다.	F	카페	카페	0	4	재료문의		A					들어가있습니다.			
고객	휘핑 빼주실 수 있나요?	F	카페	카페	1	5	특정재료첨삭요구		Q		휘핑 빼주실 수 있나요?				휘핑		
점원	당연하죠~	F	카페	카페	0	6	특정재료첨삭요구		A					당연하죠~			
고객	그러면 아메리카노 하나랑 쿠키프라페 휘핑빼고 하나주세요	F	카페	카페	1	7	일반주문		Q		그러면 아메리카노 하나랑 쿠키 프라페 휘핑 빼고 하나 주세요				"아메리카노, 하나, 쿠키 프라페, 휘핑"		
점원	아메리카노 뜨거운건가요?	F	카페	카페	0	8	일반주문	음료온도	Q			아메리카노 뜨거운 건가요?			아메리카노		
고객	아이스로 주세요	F	카페	카페	1	9	일반주문		Q		아이스로 주세요				아이스		
점원	지금은 아이스가 안됩니다.	F	카페	카페	0	10	일반주문		A					지금은 아이스가 안됩니다.	아이스		
고객	아메리카노 주세요	F	카페	카페	1	1	일반주문		Q		아메리카노 주세요				아메리카노		
점원	따듯하게 드릴까요?	F	카페	카페	0	2	일반주문	음료온도	Q			따듯하게 드릴까요?					
고객	차갑게 주세요	F	카페	카페	1	3	일반주문		Q		차갑게 주세요						
점원	4천원입니다	F	카페	카페	0	4	일반주문		A					4천원입니다	4천 원		
고객	허니브레드는 얼마에요?	F	카페	카페	1	5	가격문의		Q		허니브레드는 얼마에요?				허니브레드		
점원	7천원입니다	F	카페	카페	0	6	가격문의		A					7천원입니다	7천 원		
고객	얼마나 걸려요?	F	카페	카페	1	7	제조시간문의		Q		얼마나 걸려요?						
점원	10분 정도 걸려요	F	카페	카페	0	8	제조시간문의		A					10분 정도 걸려요	10분		
고객	포장도 되나요?	F	카페	카페	1	9	테이크아웃문의		Q		포장도 되나요?				포장		
점원	네	F	카페	카페	0	10	테이크아웃문의		A					네			
고객	아이스 아메리카노 한 잔 가능한가요?	F	카페	카페	1	1	일반주문		Q		아이스 아메리카노 한 잔 가능한가요?				"아이스 아메리카노, 한 잔"		
점원	네. 가능합니다.	F	카페	카페	0	2	일반주문		A					네. 가능합니다.			
고객	헤이즐넛 시럽도 조금넣어 주실 수 있나요?	F	카페	카페	1	3	시럽설탕요구		Q		헤이즐넛 시럽도 조금 넣어 주실 수 있나요?				"헤이즐넛 시럽, 조금"		
점원	헤이즐넛 시럽은 500원 추가됩니다.	F	카페	카페	0	4	시럽설탕요구		A					헤이즐넛 시럽은 500원 추가됩니다.	"헤이즐넛 시럽, 500원, 추가"		
고객	그럼 사이즈업은 얼마 추가인가요?	F	카페	카페	1	5	옵션추가요구		Q		그럼 사이즈업은 얼마 추가인가요?				"사이즈업, 추가"		
점원	500원 추가하면 가능합니다.	F	카페	카페	0	6	옵션추가요구		A					500원 추가하면 가능합니다.	"500원, 추가"		
고객	포인트 적립해 주세요.	F	카페	카페	1	7	쿠폰멤버십적립문의		Q		포인트 적립해 주세요.				"포인트, 적립"		
점원	쿠폰 주시면 도와드리겠습니다.	F	카페	카페	0	8	쿠폰멤버십적립문의		A					쿠폰 주시면 도와드리겠습니다.	쿠폰		
고객	매장에서 테이크아웃잔 사용 가능한가요?	F	카페	카페	1	9	매장내에서일회용사용문의		Q		매장에서 테이크아웃 잔 사용 가능한가요?				"매장, 테이크아웃 잔, 사용"		
점원	"아뇨, 매장에서는 머그컵만 사용 가능합니다."	F	카페	카페	0	10	매장내에서일회용사용문의		A					"아뇨, 매장에서는 머그컵만 사용 가능합니다."	"매장, 머그컵, 사용"		
고객	카페라테 한 잔 주세요	 F	카페	카페	1	1	일반주문		Q		카페라테 한 잔 주세요				"카페라테, 한 잔"		"카페라테/메뉴, 한 잔/수량"
점원	네 카페라떼 컵 사이즈는 뭘로 드릴까요?	 F	카페	카페	0	2	일반주문	사이즈	Q			네 카페라떼 컵 사이즈는 뭘로 드릴까요?			"카페라떼, 컵사이즈"		"카페라떼/메뉴, 컵사이즈/사이즈"
고객	카페라떼 제일 큰 사이즈로 주세요	 F	카페	카페	1	3	일반주문	사이즈	A				카페라떼 제일 큰 사이즈로 주세요		"카페라떼, 큰 사이즈"		"카페라떼/메뉴, 큰 사이즈/사이즈"
점원	네 그럼 카페라떼 톨 사이즈로 드리겠습니다	 F	카페	카페	0	4	일반주문		A					네 그럼 카페라떼 톨 사이즈로 드리겠습니다	"카페라떼, 톨 사이즈"		"카페라떼/메뉴, 톨 사이즈/사이즈"
고객	베이글도 하나 부탁드려요	 F	카페	카페	1	5	일반주문		Q		베이글도 하나 부탁드려요				"베이글, 하나"		"베이글/메뉴, 하나/수량"
점원	베이글 크림은 어떤 걸로 드릴까요?	 F	카페	카페	0	6	일반주문	토핑	Q			베이글 크림은 어떤 걸로 드릴까요?			베이글 크림		베이글크림/메뉴
고객	베이글 크림은 어떤 게 있나요?	 F	카페	카페	1	7	메뉴문의		Q		베이글 크림은 어떤 게 있나요?				베이글 크림		베이글크림/메뉴
점원	어니언 크림이랑 플레인 크림 있습니다	 F	카페	카페	0	8	메뉴문의		A					어니언 크림이랑 플레인 크림 있습니다	"어니언 크림, 플레인 크림"		"어니언크림/메뉴, 플레인크림/메뉴"
고객	어니언 크림으로 부탁드릴게요	 F	카페	카페	1	9	일반주문		Q		어니언 크림으로 부탁드릴게요				어니언 크림  		어니언 크림/메뉴
점원	네 준비해드리겠습니다	 F	카페	카페	0	10	일반주문		A					네 준비해드리겠습니다			
고객	아이스 아메리카노 한 잔 주세요	 F	카페	카페	1	1	일반주문		Q		아이스 아메리카노 한 잔 주세요				"아이스, 아메리카노, 한 잔"		"아이스/온도, 아메리카노/메뉴, 한 잔/수량"
점원	아이스 아메리카노 포장이신가요?	 F	카페	카페	0	2	테이크아웃요구	테이크아웃여부	Q			아이스 아메리카노 포장이신가요?			"아이스, 아메리카노, 포장"		"아이스/온도, 아메리카노/메뉴"
고객	아니요 매장에서 먹을게요	 F	카페	카페	1	3	테이크아웃요구	테이크아웃여부	A				아니요 매장에서 먹을게요		매장		
점원	머그잔으로 제공해드려도 괜찮을까요?	 F	카페	카페	0	4	일반주문	컵종류	Q			머그잔으로 제공해드려도 괜찮을까요?			머그잔		머그잔/컵
고객	네 그렇게 해주세요	 F	카페	카페	1	5	일반주문	컵종류	A				네 그렇게 해주세요				
점원	아이스 아메리카노 한 잔에 5000원입니다	 F	카페	카페	0	6	가격문의		A					아이스 아메리카노 한 잔에 5000원입니다	"아이스, 아메리카노, 한 잔, 5000원"		"아이스/온도, 아메리카노/메뉴, 한 잔/수량, 5000원/금액"
고객	네 여기 오천 원이요	 F	카페	카페	1	7	결제요청		Q		네 여기 오천 원이요				오천 원		오천 원/금액
점원	현금영수증 필요하세요?	 F	카페	카페	0	8	현금영수증요청	현금영수증문의	Q			현금영수증 필요하세요?			현금영수증		
고객	아니요 현금영수증 괜찮아요	 F	카페	카페	1	9	현금영수증요청	현금영수증문의	A				아니요 현금영수증 괜찮아요		현금영수증		
점원	진동벨 울리면 찾으러 오시면 됩니다	 F	카페	카페	0	10	일반주문		A					진동벨 울리면 찾으러 오시면 됩니다	진동벨		
고객	음료 사이즈 업 가능한가요?	 F	카페	카페	1	1	사이즈요구		Q		음료 사이즈 업 가능한가요?				"음료, 사이즈업, 가능"		음료/메뉴
점원	네 가능합니다	 F	카페	카페	0	2	사이즈요구		A					네 가능합니다	가능		
고객	아이스 아메리카노 사이즈 업해주세요	 F	카페	카페	1	3	일반주문		Q		아이스 아메리카노 사이즈 업해주세요				"아이스, 아메리카노, 사이즈업"		"아이스/온도, 아메리카노/메뉴"
점원	아이스 아메리카노 4000원입니다	 F	카페	카페	0	4	가격문의		A					아이스 아메리카노 4000원입니다	"아이스, 아메리카노, 4000원"		"아이스/온도, 아메리카노/메뉴, 4000원/금액"
고객	아이스 아메리카노에 샷이 몇 개 들어가죠?	 F	카페	카페	1	5	메뉴문의		Q		아이스 아메리카노에 샷이 몇 개 들어가죠?				"아이스, 아메리카노, 샷, 몇 개"		"아이스/온도, 아메리카노/메뉴, 샷/메뉴, 몇 개/수량"
점원	아이스 아메리카노에 샷은 세 개 들어갑니다	 F	카페	카페	0	6	메뉴문의		A					아이스 아메리카노에 샷은 세 개 들어갑니다	"아이스, 아메리카노, 샷, 세 개"		"아이스/온도, 아메리카노/메뉴, 샷/메뉴, 세 개/수량"
고객	아이스 아메리카노에 샷 하나 더 추가할게요	 F	카페	카페	1	7	에스프레소샷개수요구		Q		아이스 아메리카노에 샷 하나 더 추가할게요				"아이스, 아메리카노, 샷, 하나, 추가"		"아이스/온도, 아메리카노/메뉴, 샷/메뉴, 하나/수량"
점원	사이즈 업 아이스 아메리카노에 샷 추가 맞으시죠?	 F	카페	카페	0	8	일반주문	주문확인	Q			사이즈 업 아이스 아메리카노에 샷 추가 맞으시죠?			"사이즈업, 아이스, 아메리카노, 샷, 추가"		"아이스/온도, 아메리카노/메뉴, 샷/메뉴 "
고객	네 맞습니다	 F	카페	카페	1	9	일반주문	주문확인	A				네 맞습니다				
점원	총 4500원입니다	 F	카페	카페	0	10	가격문의		A	7				총 4500원입니다	4500원		4500원/금액
고객	아메리카노 한 잔 주세요	 F	카페	카페	1	1	일반주문		Q		아메리카노 한 잔 주세요				"아메리카노, 한 잔"		아메리카노/메뉴. 한 잔/수량
점원	네 아메리카노 어떤 걸로 드릴까요?	 F	카페	카페	0	2	일반주문	음료온도	Q			네 아메리카노 어떤 걸로 드릴까요?			아메리카노		아메리카노/메뉴 
고객	아이스 아메리카노요	 F	카페	카페	1	3	일반주문	음료온도	A				아이스 아메리카노요		"아이스, 아메리카노"		"아이스/온도, 아메리카노/메뉴"
점원	네 아이스 아메리카노로 한 잔 드릴게요	 F	카페	카페	0	4	일반주문		A					네 아이스 아메리카노로 한 잔 드릴게요	"아이스, 아메리카노, 한 잔"		"아이스/온도, 아메리카노/메뉴, 한 잔/수량"
고객	음료 한 잔 더 추가되나요?	 F	카페	카페	1	5	메뉴추가문의		Q		음료 한 잔 더 추가되나요?				"음료, 한 잔, 추가"		"음료/메뉴, 한 잔/수량"
점원	네 말씀 하세요	 F	카페	카페	0	6	메뉴추가문의		A					네 말씀 하세요			
고객	바닐라라테도 하나 주세요	 F	카페	카페	1	7	일반주문		Q		바닐라라테도 하나 주세요				"바닐라라테, 하나"		"바닐라라테/메뉴, 하나/수량"
점원	바닐라라테 따뜻한 거요?	 F	카페	카페	0	8	일반주문	음료온도	Q			바닐라라테 따뜻한 거요?			"바닐라라테, 따뜻한"		"바닐라라테/메뉴, 따뜻한/온도"
고객	네 바닐라라테 따뜻한 걸로 주세요	 F	카페	카페	1	9	일반주문	음료온도	A				네 바닐라라테 따뜻한 걸로 주세요		"바닐라라테, 따뜻한"		"바닐라라테/메뉴, 따뜻한/온도"
점원	네 알겠습니다	 F	카페	카페	0	10	일반주문		A					네 알겠습니다			
고객	카페라테 한 잔 주세요	 F	카페	카페	1	1	일반주문		Q		카페라테 한 잔 주세요				"카페라테, 한 잔"		"카페라테/메뉴, 한 잔/수량"
점원	카페라테 따뜻한 걸로 드릴까요?	 F	카페	카페	0	2	일반주문	음료온도	Q			카페라테 따뜻한 걸로 드릴까요?			"카페라테, 따뜻한"		"카페라테/메뉴, 따뜻한/온도"
고객	네 카페라테 디카페인 되나요?	 F	카페	카페	1	3	메뉴문의		Q		네 카페라테 디카페인 되나요?				"카페라테, 디카페인"		"카페라테/메뉴, 디카페인/성분"
점원	네 카페라테 디카페인 500원 추가됩니다	 F	카페	카페	0	4	옵션추가요구		A					네 카페라테 디카페인 500원 추가됩니다	"카페라테, 디카페인, 500원, 추가"		"카페라테/메뉴, 디카페인/성분, 500원/금액"
고객	네 카페라테 디카페인으로 주세요	 F	카페	카페	1	5	일반주문		Q		네 카페라테 디카페인으로 주세요				"카페라테, 디카페인"		"카페라테/메뉴, 디카페인/성분"
점원	진동벨이 울리면 받으러 오세요	 F	카페	카페	0	6	일반주문	픽업안내	Q			진동벨이 울리면 받으러 오세요			진동벨		
고객	네 감사합니다	 F	카페	카페	1	7	일반주문	픽업안내	A				네 감사합니다				
점원	따뜻한 카페라테 한 잔 나왔습니다	 F	카페	카페	0	8	일반주문		A					따뜻한 카페라테 한 잔 나왔습니다	"따뜻한, 카페라테, 한 잔"		"따뜻한/온도, 카페라테/메뉴, 한 잔/수량"
고객	카페라테 디카페인 맞나요?	 F	카페	카페	1	9	메뉴문의		Q		디카페인 맞나요?				디카페인		디카페인/성분
점원	네 맛있게 드세요	 F	카페	카페	0	10	메뉴문의		A					네 맛있게 드세요			
고객	자몽에이드 한 잔 얼마에요?	 F	카페	카페	1	1	가격문의		Q		자몽에이드 한 잔 얼마에요?				"자몽에이드, 한 잔"		"자몽에이드/메뉴, 한 잔/수량"
점원	6000원이에요	 F	카페	카페	0	2	가격문의		A					6000원이에요	6000원		6000원/금액
고객	자몽에이드 사이즈업 되나요?	 F	카페	카페	1	3	사이즈요구		Q		자몽에이드 사이즈업 되나요?				"자몽에이드, 사이즈업"		자몽에이드/메뉴  
점원	네 자몽에이드 사이즈업 가능해요	 F	카페	카페	0	4	사이즈요구		A					네 자몽에이드 사이즈업 가능해요	"자몽에이드, 사이즈업, 가능"		자몽에이드/메뉴
고객	생크림 케이크는 뭐가 제일 맛있어요?	 F	카페	카페	1	5	메뉴추천요구		Q		생크림 케이크는 뭐가 제일 맛있어요?				생크림 케이크		생크림 케이크/메뉴
점원	과일 생크림 케이크가 잘 나가요	 F	카페	카페	0	6	메뉴추천요구		A					과일 생크림 케이크가 잘 나가요	과일 생크림 케이크		과일 생크림 케이크/메뉴
고객	자몽에이드랑 과일 생크림 케이크 주세요	 F	카페	카페	1	7	일반주문		Q		자몽에이드랑 과일 생크림 케이크 주세요				"자몽에이드, 과일 생크림 케이크"		"자몽에이드/메뉴, 과일 생크림 케이크/메뉴"
점원	드시고 가시나요?	 F	카페	카페	0	8	테이크아웃요구	테이크아웃여부	Q			드시고 가시나요?					
고객	포장 가능하죠?	 F	카페	카페	1	9	테이크아웃문의		Q		포장 가능하죠?				"포장, 가능"		
점원	네 준비해드릴게요	 F	카페	카페	0	10	테이크아웃문의		A					네 준비해드릴게요			
고객	아이스 프라푸치노 주세요	 F	카페	카페	1	1	일반주문		Q		아이스 프라푸치노 주세요				"아이스, 프라푸치노"		"아이스/온도, 프라푸치노/메뉴"
점원	네 아이스 프라푸치노 몇 잔 드릴까요?	 F	카페	카페	0	2	일반주문	수량	Q			네 아이스 프라푸치노 몇 잔 드릴까요?			"아이스, 프라푸치노, 몇 잔"		"아이스/온도, 프라푸치노/메뉴, 몇 잔/수량"
