text	label
할인율이 높군요	감사합니다
핫초코에 우유를 더 많이 타서 연하게 만들어주실 수 있나요?	네 그렇게 해드리겠습니다
얼마인가요?	5천 원입니다
아이스로 변경할 경우 추가요금이 있나요?	아이스 음료는 500원이 더 비쌉니다
그냥 따뜻한 걸로 주시고 따뜻한 아메리카노도 한잔 더 주실 수 있나요?	들고 가실 건가요?
네 안전히 들고 갈 수 있게 부탁드립니다	손잡이 있는 캐리어에 담아드리겠습니다
밀크티 한 잔 얼마에요?	4500원입니다
사이즈업 되나요?	네
케이크는 뭐가 제일 맛있어요?	요즘은 초코 케이크가 제일 잘나가요
초코 케이크 한 조각 주세요	네 더 필요하신 건 없으세요?
현금 영수증 해주세요	네 번호 찍어주세요
카페라테 가격은 얼마인가요?	5000원입니다
멤버십 있는데 포인트 쓸 수 있나요?	네 포인트 사용 가능하세요
포인트 사용하고 적립 동시에 가능한가요?	포인트 사용하시면 적립은 안됩니다
포인트 사용 없이 적립만 할게요	네 멤버십 카드 주시면 도와드리겠습니다
멤버십 카드 드리고 현금으로 계산할게요	네 현금영수증 해드릴까요?
아이스 아메리카노 주세요	샌드위치는 안 필요하신가요?
지금도 브런치 할인하나요?	네 10시까지 하고 있습니다
그럼 크로크무슈와 아이스 아메리카노로 할게요	더 필요하신 건 없나요?
네 할인돼도 적립은 해주죠?	네 바코드 보여주세요
현금영수증도 할게요	네 번호 입력해주세요
민트 초코 프라푸치노 주세요	휘핑 올려드릴까요?
탑처럼 쌓아주세요	알겠습니다
민트 시럽도 코가 찡할 만큼 올려주세요	드시고 가시나요?
포장이요	5500원입니다
적립도 해주세요	알겠습니다
아이스 아메리카노 하나랑 녹차라테 주세요	녹차라테도 아이스로 드릴까요?
녹차라테는 따뜻하게 주세요	사이즈는 어떻게 드릴까요?
둘 다 스몰 사이즈로 주세요	드시고 가시나요?
마시다가 들고나갈 건데 테이크아웃으로 주세요	규정상 매장에서는 머그컵으로 드리고 있어요
나갈 때 테이크아웃 컵으로 옮겨줄 수 있나요?	네 그렇게 해드릴게요
아메리카노 두 잔 마키아토 한잔 주세요	드시고 가실 건가요
테이크아웃 잔으로 주세요	올해부터는 점포 안에서 1회용을 사용하실 수 없습니다
네 머그잔으로 주세요	마키아토 휘핑 올려드릴까요
무료인가요	500 원 추가입니다
추가해주세요	자리에 앉아 계시면 가져다드리겠습니다
아메리카노 교환권이 있는데 다른 걸로 바꿀 수 있을까요?	가능한데 어떤 걸로 바꿔드릴까요?
카페라테로 교환해주세요	사이즈는 어떤 걸로 해드릴까요?
통신사 쿠폰 사용해서 라지 사이즈로 해주세요	이곳에 바코드 찍어주세요
추가요금은 얼마인가요?	500원 결제해주시면 됩니다
이 카드로 해주세요	음료 나오면 진동벨로 알려드리겠습니다
아이스 아메리카노 1잔이랑 아이스 카페라테 1잔 얼마인가요?	아이스 아메리카노 1잔은 4000원 아이스 카페라테 1잔은 5000원입니다
멤버십 할인되나요?	네 멤버십 할인하시면 10퍼센트 할인됩니다
기프티콘 있는데 쓸 수 있나요?	네 유효기간 내라면 사용 가능하세요
여기에서 지하철 타려면 어느 역으로 가야 하나요?	분당선 압구정 로데오 역을 이용하시면 됩니다
여기 주차되나요?	건물 뒤에 주차장 있습니다
쿠앤크 치노 하나요	아이스로 드릴까요?
네 아이스요	드시고 가세요?
네 먹고 가요	계산은 어떻게 하실 건가요?
여기 카드로 결제해주세요	네 결제해드렸습니다
얼마나 기다려야 하나요?	5분 정도 기다리세요
카페인 안 들은 음료는 뭐가 있을까요?	피지와 나 티 종류가 있습니다
피지와는 어떤 게 있어요?	라임하고 자몽이 있습니다
둘 중에 어떤 게 더 잘 나가요?	자몽이 조금 더 잘 나가요
자몽 피지와 주세요	네 더 필요하신 건 없으세요?
포인트 적립해주세요	네 번호 입력 부탁드립니다
티 종류도 아이스 가능한가요?	네 고객님 티 종류 다 아이스 가능합니다
그럼 캐머마일 아이스로 하나 주세요	네 고객님 사이즈는 톨 사이즈 괜찮으신가요?
네 괜찮아요	네 고객님 포인트 적립하시겠어요?
네 번호로 할게요	네 앞쪽에 번호 눌러주세요
아 포인트 있으면 포인트 사용해주세요	네 고객님 포인트 총 5000점 있으신데 그중 4500점 사용 도와드리겠습니다
화이트 모카 한 잔 주세요	드시고 가세요?
아뇨 테이크아웃이요	휘핑 올려드릴까요?
네 올려주세요	따뜻한 걸로 드릴까요 차가운 걸로 드릴까요?
따뜻한 걸로 주세요	사이즈는 어떻게 드릴까요?
톨 사이즈로 주문할게요	네 계산 도와드리겠습니다
아이스 아메리카노 하나랑 카페모카 하나 주세요	카페모카도 아이스 맞으세요?
카페모카는 따뜻한 거로 주세요	카페모카 위에 휘핑 올려드릴까요?
많이 올려주세요	테이크아웃이세요?
여기서 먹고 갈 거예요	매장에서 드시면 일회용 컵에 제공되지 않는데 괜찮으세요?
괜찮아요	준비되면 진동벨로 알려드릴게요
아직 런치세트 할인되나요?	네 2시까지 가능하십니다
치킨 파야냐 하나랑 아이스 아메리카노 하나 해서 주세요	네 더 추가하실 것은 없으신가요?
아메리카노 사이즈 업도 가능한가요?	네 500원만 추가하시면 가능하십니다
사이즈업해서 주세요	네 결제는 어떻게 도와드릴까요?
삼성페이 되나요?	네 가능합니다
리저브는 처음인데요	네 원하시는 원두와 내리는 방법을 선택하실 수 있습니다
네 평소에 아메리카노를 주로 마시는데요	네 과테말라와 케냐를 섞은 마이크로 블렌드를 추천하겠습니다
어떤 맛인가요	다크초콜릿이 어우러진 달콤한 맛입니다
전 단것은 별로인데요	아주 단맛이 아닌데요
그럼 커피와 어우러지는 케이크도 추천해 주세요	상큼 한 블루베리 머핀이나 레드벨벳 크림치즈케이크가 어울립니다
카페라테 주세요	네 드시고 가시나요?
아니요 테이크아웃이요	네 알겠습니다
커피는 텀블러에 담아주세요	네 텀블러 할인되셔서 4000원 결제 도와드리겠습니다
네 카드 여기요	적립 쿠폰 있으세요?
아니오 하나 만들어 주세요	네 카드랑 쿠폰 여기 있습니다
아메리카노 1잔 주세요	매장에서 드시고 가시나요?
바닐라라테를 두유로 바꿔서 만들어주세요	네 알겠습니다
2잔 주문하면 얼마죠?	7000원입니다
모카 라테 1잔 주세요	휘핑크림 올려드릴까요?
치즈케이크 하나 추가해주세요	네 알겠습니다
아메리카노 두 잔 주문할게요	아메리카노 따뜻한 건가요?
아니요 아이스 아메리카로 주세요	드시고 가실 건가요?
테이크아웃할게요	지금 행사 중인데 케이크 주문하시면 아메리카노 한잔 공짜로 드려요
치즈 케이크 하나같이 주문할게요	네 아이스 아메리카노 두 잔 치즈 케이크 주문받았습니다
저희 그냥 먹고 가겠습니다	네 벨 울리면 가지러 와주세요
키오스크에서 현금 결제가 안 되네요	현금은 카운터에서 주문 도와드리겠습니다
아이스 아메리카노 한 잔이랑 스콘 하나 할게요	드시고 가세요?
아니요 포장이요	스콘은 데워드릴까요?
네 부탁드릴게요	더 필요한 건 없으신가요?
도장 찍어주세요	네 이리 주세요
여기 카페인 안 들어간 게 있나요?	루이보스랑 유자차 있어요
유자차 차갑게 주문 가능한가요?	유자차는 안되고 루이보스는 아이스로 가능하세요
그럼 루이보스 차갑게 하나랑 유자차 하나 할게요	네 포인트나 할인카드 있으세요
네 여기 KT 더블할인되죠?	할인 적용해서 9300원 결제 도와드릴게요
네 여기 카드 있습니다	여기 진동벨 가지고 계시다가 울리면 주문한 음료 가져가세요
고구마라테 아이스도 되나요?	고구마라테는 따뜻하게만 돼요
카페 와이파이 비밀번호 알 수 있을까요?	****입니다
쿠폰 몇 개를 모으면 무료로 아이스커피를 마실 수 있어요?	쿠폰 10개를 모으면 무료로 아이스 아메리카노를 제공하고 있어요
포인트 적립되나요?	휴대번호 알려주시면 포인트 적립 도와드리고 있어요
카페 몇 시까지 해요?	오후 10시까지 합니다
오픈이 몇 시인가요?	9시부터 열어요
캐러멜 프라푸치노주세요	다른 사항은 없으신가요?
휘핑크림에 캐러멜 드리블이랑 통 잡아 칩 깔아주세요	다시 말씀해주시겠어요?
캐러멜 드리블이랑 통 잡아 칩이요	6700원 결제 도와드리겠습니다
포인트 적립할게요	네 결제되셨습니다
아이스 아메리카노랑 밀크티 차가운 거랑 치즈케이크 하나 주세요	지금 치즈케이크가 다 팔려서요
티라미수는 있나요?	네 티라미수는 있습니다
그럼 그걸로 할게요	네 총 18000원입니다
네 현금영수증 해주세요	네 드시고 가시나요?
네 먹고 갈게요	유리잔에 드릴게요
아메리카노 아이스로 하나요	사이즈는 뭘로 드릴까요
작은 사이즈로 주세요	추가하시는 건 없으시고요
쿠키도 주세요	멤버십 있으신가요
아뇨 그냥 주세요	할인 카드도 안 하시나요
할인 카드는 드릴게요	네
아메리카노 하나요	따뜻한 거 맞으세요?
아니오 아이스로 주세요	네 저희꺼 적립카드 있으세요?
아니오 하나 만들어주세요	네 여기 있습니다
샷 추가해주세요	네 알겠습니다
카드 결제할게요	네 앞에 카드 꽃아주시면 됩니다
맨날 먹던 걸로 한잔 줘요	죄송하지만 어떤 거 드셨죠?
나 여기 매일 왔는데 나 몰라요?	죄송하지만 오늘이 처음이라서요
아메리카노 한잔 줘요	따뜻한 걸로 드릴까요?
이 날씨에 차가운 거 먹어요?	따뜻한 아메리카노 한잔 준비해드리겠습니다
얼마에요?	만 원입니다
아메리카노 2잔 주세요	따뜻한 거로 드릴까요?
하나는 따뜻한 거 하나는 차가운 거로 주세요	드시고 가시나요?
조금 마시다가 갈 거에요	가실 때 말씀해주시면 테이크 아웃 잔에 드릴 테니 우선 머그잔에 드리겠습니다
여기 쿠폰 도장 찍어주세요	2개 찍어드렸고 진동벨로 알려드리겠습니다
그리고 미지근한 물도 1잔만 부탁드려요	같이 준비해드리겠습니다
아이스 아메리카노 두 잔이랑 말차 케이크 한 개 주세요	포장이신가요?
아니요 먹고 갈 거예요	포크는 몇 개 드릴까요?
두 개 주세요	먹고 가시는 거면 유리잔 괜찮으실까요?
얼마 안 있고 갈 건데 테이크 아웃 잔에 주시면 안 될까요?	정책상 불가능하고 나가실 때 말씀해주시면 테이크아웃 잔으로 바꿔드릴 수는 있습니다
유리잔에 주세요	네 계산해드리겠습니다
아메리카노 샷 추가로 주세요	테이크아웃인가요?
네 여기 텀블러에 담아주세요	고객님 텀블러 이용하시면 500원 할인됩니다
시럽은 어디 있나요?	고객님 시럽은 왼쪽에 보시면 있습니다
크랜베리 스콘 두 개도 포장해주세요	고객님 살짝 데워드릴까요?
총 금액 알려주세요	스콘 두 개 아메리카노 샷 추가 텀블러 할인해서 9500입니다
아이스 아메리카노랑 샌드위치 주세요	오전 10시 이전에 오셔서 세트 할인 가능하세요
그렇게 해주세요	매장에서 드시고 가세요?
매장에서 먹고 갈 거예요	할인카드 있으신가요?
음료는 텀블러에 담아주세요	텀블러 할인 300원 같이 해드릴게요
네 감사합니다	진동벨로 알려드릴게요
위에 자리 있나요?	네 자리 있습니다
아이스 바닐라라테 두 잔 주세요	크림 올려드릴까요?
하나는 그냥 주시고 하나는 올려주세요	쿠폰 없으시면 만들어 드릴까요?
네 만들어주세요	만 원입니다
카드 여기 있습니다	진동벨로 불러드릴게요
여기 처음 와서 그런데 시그니처 음료나 메뉴가 있나요?	저희 데이바이데이 메뉴가 저희 시그니처에요
데이바이데이가 뭐예요?	저희가 매일매일 원두를 납품받아서 쓰는데 그날 원두 중에 가장 상태가 좋은 걸로 추출해서 내리는 커피입니다
오늘 쓰시는 원두는 뭐죠?	에티오피아 산 예가체프라고 커피의 귀부인이라고 불리는 원두에요
어떤 향이 나나요?	꽃 향이 나며 적절한 산미와 깔끔한 맛이 혼합되어 밸런스가 아주 잘 잡힌 원두에요
그럼 그걸로 한잔 주시겠어요	금방 준비해드릴게요
오늘의 커피는 무엇이죠?	콜롬비아산 원두입니다
미지근하게 되나요?	네 그럼요
머그잔 할인 가능한가요?	네 500원 할인해드립니다
남은 자리는 있나요?	네 2층에 자리 있습니다
