SPEAKER,SENTENCE,DOMAINID,DOMAIN,CATEGORY,SPEAKERID,SENTENCEID,MAIN,SUB,QA,QACNCT,MQ,SQ,UA,SA,개체명,용어사전,지식베이스,
고객,그러면 4인 가족이 시켜 먹으려고 하는데 짬뽕 어떻게 시키나요 세트 메뉴도 있나요?,A,음식점,배달음식점,1,9,메뉴문의,,Q,,그러면 4인 가족이 시켜 먹으려고 하는데 짬뽕 어떻게 시키나요 세트 메뉴도 있나요?,,,,"4인 가족, 짬뽕, 세트 메뉴",,"4인 가족/인원, 짬뽕/메뉴, 세트 메뉴/메뉴",
점원,네 명이서 드실 거면 세트보다 탕수육 중자를 시키는 게 낫죠,A,음식점,배달음식점,0,10,메뉴문의,,A,,,,,네 명이서 드실 거면 세트보다 탕수육 중자를 시키는 게 낫죠,"네 명, 세트, 탕수육, 중",,"네 명/메뉴, 세트/메뉴, 탕수육/메뉴, 중/사이즈",
고객,중자에 다른 거는 뭐 안 시켜도 되나요?,A,음식점,배달음식점,1,11,메뉴추가문의요청,,Q,,중자에 다른 거는 뭐 안 시켜도 되나요?,,,,중,,중/사이즈,
점원,다른 음식 드시면서 탕수육 드실 거 아니에요?,A,음식점,배달음식점,0,12,메뉴추가문의요청,메뉴추가확인,Q,,,다른 음식 드시면서 탕수육 드실 거 아니에요?,,,"다른 음식, 탕수육",,탕수육/메뉴,
고객,아 네 그러면 탕수육 돼지고기가 국산이죠?,A,음식점,배달음식점,1,13,원산지문의,,Q,,아 네 그러면 탕수육 돼지고기가 국산이죠?,,,,"탕수육, 돼지고기, 국산",,"탕수육/메뉴, 돼지고기/재료, 국산/원산지",
점원,저는 잘 모르겠습니다,A,음식점,배달음식점,0,14,원산지문의,,A,,,,,저는 잘 모르겠습니다,,,,
고객,아 그러면 면은 수타에요?,A,음식점,배달음식점,1,15,만드는방법문의,,Q,,아 그러면 면은 수타에요?,,,,"면, 수타",,"면/재료, 수타/제조방법",
점원,아니요 요즘 수타는 없습니다,A,음식점,배달음식점,0,16,만드는방법문의,,A,,,,,아니요 요즘 수타는 없습니다,"요즘, 수타",,수타/제조방법,
고객,배달비는 따로 드려야 돼요?,A,음식점,배달음식점,1,17,배달비문의,,Q,,배달비는 따로 드려야 돼요?,,,,배달비,,,
점원,아니요 배달비는 따로 없습니다,A,음식점,배달음식점,0,18,배달비문의,,A,,,,,아니요 배달비는 따로 없습니다,배달비,,,
고객,저희 다음 주 중에 학교에 배달하려고 하는데요 초등학교 3학년인데 어떤 피자가 좋아요?,A,음식점,배달음식점,1,1,취향에따른메뉴추천요구,,Q,,저희 다음 주 중에 학교에 배달하려고 하는데요 초등학교 3학년인데 어떤 피자가 좋아요?,,,,"저희, 다음 주, 학교, 배달, 초등학교 3학년, 피자",,"다음 주/날짜, 학교/배달지, 초등학교 3학년/연령대, 피자/메뉴",
점원,혹시 주문 할 판 수가 많아요?,A,음식점,배달음식점,0,2,양에대한질문,수량,Q,,,혹시 주문 할 판 수가 많아요?,,,판 수,,,
고객,20명 되는데 몇 판정도 하면 되지요?,A,음식점,배달음식점,1,3,양에대한질문,,Q,,20명 되는데 몇 판정도 하면 되지요?,,,,"20명, 몇 판, 정도",,20명/인원,
점원,라지 사이즈 하시면 8조각 나오거든요,A,음식점,배달음식점,0,4,양에대한질문,수량,Q,,,라지 사이즈 하시면 8조각 나오거든요,,,"라지, 사이즈, 8조각",,"라지/사이즈, 8조각/조각수",
고객,두 조각 정도 먹게 해야 하지 않겠어요? 초등학교 3학년인데,A,음식점,배달음식점,1,5,양에대한질문,,Q,,두 조각 정도 먹게 해야 하지 않겠어요? 초등학교 3학년인데,,,,"두 조각, 초등학교, 3학년",,"두 조각/조각수, 초등학교 3학년/연령대",
점원,그러면은 5판하면 40조각 나오고 선생님하고 먹게 되면 한 판을 더 해야 할텐데요,A,음식점,배달음식점,0,6,식사배달요청,,A,,,,,그러면은 5판하면 40조각 나오고 선생님하고 먹게 되면 한 판을 더 해야 할텐데요,"5판, 40조각, 선생님, 한 판",,"5판/수량, 40조각/조각수, 선생님/대상, 한 판/수량",
고객,선생님은 별도로 시키려구요,A,음식점,배달음식점,1,7,메뉴추가문의요청,,Q,,선생님은 별도로 시키려구요,,,,"선생님, 별도",,선생님/대상,
점원,선생님거는 고구마라든지 포테이토 시키면 괜찮고 애들은 콤비네이션이랑 불고기랑 많이 나가요,A,음식점,배달음식점,0,8,메뉴추가문의요청,,A,,,,,선생님거는 고구마라든지 포테이토 시키면 괜찮고 애들은 콤비네이션이랑 불고기랑 많이 나가요,"선생님, 고구마, 포테이토, 애들, 콤비네이션, 불고기","고구마/고구마피자, 포테이토/포테이토피자, 콤비네이션/콤비네이션피자, 불고기/불고기피자","선생님/대상, 고구마피자/메뉴, 포테이토피자/메뉴, 애들/대상, 콤비네이션피자/메뉴, 불고기피자/메뉴",
고객,혹시 도우 두께라든지 치즈는?,A,음식점,배달음식점,1,9,식재료문의,,Q,,혹시 도우 두께라든지 치즈는?,,,,"도우 두께, 치즈",,"도우/부분, 치즈/재료",
점원,저희 도우는 얇은 편인데 오리지날은 얇고 치즈크러스트는 빵 끝에 치즈 들어가서 도톰하구요,A,음식점,배달음식점,0,10,식재료문의,,A,,,,,저희 도우는 얇은 편인데 오리지날은 얇고 치즈크러스트는 빵 끝에 치즈 들어가서 도톰하구요,"저희, 도우, 얇은 편, 오리지날, 치즈크러스트, 빵 끝, 치즈, 도톰",,"도우/부분, 얇은 편/두께, 오리지날/메뉴, 치즈크러스트/메뉴, 빵 끝/부분, 치즈/재료, 도톰/두께",
고객,선생님은 어떤 거 많이 나가죠? 어른들 좋아하는 거,A,음식점,배달음식점,1,11,취향에따른메뉴추천요구,,Q,,선생님은 어떤 거 많이 나가죠? 어른들 좋아하는 거,,,,"선생님, 어른들",,"선생님/대상, 어른들/나이",
점원,선생님은 체다치즈나 리치골드 해서 하나는 포테이토 하나는 고구마 그러면 좋아하시거든요,A,음식점,배달음식점,0,12,취향에따른메뉴추천요구,,A,,,,,선생님은 체다치즈나 리치골드 해서 하나는 포테이토 하나는 고구마 그러면 좋아하시거든요,"선생님, 체다치즈, 리치골드, 하나, 포테이토, 하나, 고구마",,"선생님, 체다치즈, 리치골드, 하나, 포테이토, 하나, 고구마",
고객,사이즈는 라지로 다 하면 되죠?,A,음식점,배달음식점,1,13,양에대한질문,,Q,,사이즈는 라지로 다 하면 되죠?,,,,"사이즈, 라지",,"선생님/대상 체다치즈/토핑, 리치골드/토핑, 하나/가짓수, 포테이토/메뉴, 하나/가짓수, 고구마/메뉴",
점원,네 혹시 어느 학교예요?,A,음식점,배달음식점,0,14,배달장소범위문의,배달장소,Q,,,네 혹시 어느 학교예요?,,,학교,,,
고객,음료수는 따로 주문해야 되지요?,A,음식점,배달음식점,1,15,음료주문,,Q,,음료수는 따로 주문해야 되지요?,,,,"음료수, 따로, 주문",음료수/음료,음료/메뉴,
점원,두 판 하시면 금액이 3천 원이 할인되고 콜라가 하나 나가거든요,A,음식점,배달음식점,0,16,음료주문,,A,,,,,두 판 하시면 금액이 3천 원이 할인되고 콜라가 하나 나가거든요,"두 판, 금액, 3천 원, 할인, 콜라, 하나, ",,"두 판/수량, 3천 원/금액, 콜라/음료, 하나/수량 ",
고객,카드로 하는 거하고 현금으로 하는 거 하고 똑같아요?,A,음식점,배달음식점,1,17,결제방식선택,,Q,,카드로 하는 거하고 현금으로 하는 거 하고 똑같아요?,,,,"카드, 현금",,"카드/결제방식, 현금/결제방식",
점원,금액은 똑같아요,A,음식점,배달음식점,0,18,결제방식선택,,A,,,,,금액은 똑같아요,금액,,,
고객,할인 쿠폰이나 적립 카드 이런 건 있어요?,A,음식점,배달음식점,1,19,할인쿠폰적립카드문의,,Q,,할인 쿠폰이나 적립 카드 이런 건 있어요?,,,,"할인 쿠폰, 적립 카드",,,
점원,저희가 피자박스에 쿠폰이 달려있거든요,A,음식점,배달음식점,0,20,할인쿠폰적립카드문의,,A,,,,,저희가 피자박스에 쿠폰이 달려있거든요,"저희, 피자박스, 쿠폰",,,
고객,그러면 그거 10개 모으면은 또,A,음식점,배달음식점,1,21,적립쿠폰사용방법문의,,Q,,그러면 그거 10개 모으면은 또,,,,"그거, 10개",,10개/쿠폰수량,
점원,네 5개 모으면 사이드 나가고 8개 모으면 오리지날 미디엄 피자 12개는 오리지날 라지 피자 이렇게 나가거든요,A,음식점,배달음식점,0,22,적립쿠폰사용방법문의,,A,,,,,네 5개 모으면 사이드 나가고 8개 모으면 오리지날 미디엄 피자 12개는 오리지날 라지 피자 이렇게 나가거든요,"5개, 사이드, 8개, 오리지날 미디엄 피자, 12개, 오리지날 라지 피자",,"5개/쿠폰수량, 사이드/메뉴, 8개/쿠폰수량, 오리지날 미디엄 피자/메뉴, 12개/쿠폰수량, 오리지날 라지 피자/메뉴",
고객,배달료는 따로 받으세요?,A,음식점,배달음식점,1,23,배달비문의,,Q,,배달료는 따로 받으세요?,,,,"배달료, 따로",,,
점원,아뇨 위치가 먼가요?,A,음식점,배달음식점,0,24,식사배달요청,주소지,Q,,,아뇨 위치가 먼가요?,,,위치,,,
고객,경산 근교예요,A,음식점,배달음식점,1,25,식사배달요청,주소지,A,,,,경산 근교예요,,경산 근교,,경산 근교/배달지,
점원,일단 129300원이고 콜라 세 개 나가요,A,음식점,배달음식점,0,26,배달비문의,,A,23,,,,일단 129300원이고 콜라 세 개 나가요,"129300원, 콜라, 세 개",,"129300원/금액, 콜라/음료, 세 개/수량",
고객,종이컵도 따로 오는가요?,A,음식점,배달음식점,1,27,종이컵문의,,Q,,종이컵도 따로 오는가요?,,,,"콜라, 세 개, 충분, 종이컵, 따로",,"콜라/음료, 세 개/수량, 종이컵",
점원,아뇨 종이컵은 따로 없는데 없으면 종이컵 한 줄 같이 나가면 돼요,A,음식점,배달음식점,0,28,종이컵문의,,A,,,,,아뇨 종이컵은 따로 없는데 없으면 종이컵 한 줄 같이 나가면 돼요,"종이컵, 따로, 종이컵, 한 줄",,"종이컵/비품, 종이컵/비품, 한 줄/수량",
고객,앱으로 주문도 할 수 있나요?,A,음식점,배달음식점,1,29,앱문의,,Q,,앱으로 주문도 할 수 있나요?,,,,"앱,  주문",,,
점원,앱으로도 주문 가능하세요 배달의 민족에 있고요,A,음식점,배달음식점,0,30,앱문의,,A,,,,,앱으로도 주문 가능하세요 배달의 민족에 있고요,,,,
고객,그럼 콜라 추가로는 얼마예요?,A,음식점,배달음식점,1,31,음료추가가격문의,,Q,,그럼 콜라 추가로는 얼마예요?,,,,"콜라, 추가, 얼마",,콜라/음료,
점원,콜라가 큰 게 2000원이거든요 사이다도 2000원이구요,A,음식점,배달음식점,0,32,음료추가가격문의,,A,,,,,콜라가 큰 게 2000원이거든요 사이다도 2000원이구요,"콜라, 2000원, 사이다, 2000원",,"콜라/음료, 2000원/금액, 사이다/음료, 2000원/금액",
점원,먼 곳는 아니죠?,A,음식점,배달음식점,0,33,배달장소범위문의,배달장소,Q,,,먼 곳는 아니죠?,,,먼데,,,
고객,아닙니다 그 근처예요,A,음식점,배달음식점,1,34,배달장소범위문의,배달장소,A,,,,아닙니다 그 근처예요,,근처,,,
점원,결제는 카드 결제 하셔도 되고 현금하면 송금으로 해주실 수도 있구요,A,음식점,배달음식점,0,35,결제방식선택,결제방식문의,Q,,,결제는 카드 결제 하셔도 되고 현금하면 송금으로 해주실 수도 있구요,,,"결제, 카드 결제, 현금, 송금",,"카드/결제방식, 현금/결제방식",
고객,현금으로 하지 싶은데 그럼 자동이체 하면 되겠다,A,음식점,배달음식점,1,36,결제방식선택,,Q,,현금으로 하지 싶은데 그럼 자동이체 하면 되겠다,,,,"현금, 자동이체",,현금/결제방식,
점원,네 그래도 됩니다.,A,음식점,배달음식점,0,37,결제방식선택,,A,,,,,네 그래도 됩니다.,경우,,,
고객,거기 하양점이지요?,A,음식점,배달음식점,1,1,매장확인,,Q,,거기 하양점이지요?,,,,하양점,,,
점원,네. 맞습니다.,A,음식점,배달음식점,0,2,매장확인,,A,,,,,네. 맞습니다.,,,,
고객,제가 다음주에 개학 하고 난 다음에 주중에 목요일이나 금요일에 학교에 피자 좀 돌리려고 하는데,A,음식점,배달음식점,1,3,식사배달요청,,Q,,제가 다음주에 개학 하고 난 다음에 주중에 목요일이나 금요일에 학교에 피자 좀 돌리려고 하는데,,,,"하양점, 목요일, 금요일, 학교, 피자",,"하양점/지점명, 목요일/날짜, 금요일/날짜, 학교/배달지, 피자/메뉴",
점원,학교에 다음 주 목요일이나 금요일쯤이요?,A,음식점,배달음식점,0,4,식사배달요청,배달일확인,Q,,,학교에 다음 주 목요일이나 금요일쯤이요?,,,"학교, 다음 주 목요일, 금요일쯤",,"학교/배달지, 다음 주 목요일/날짜, 금요일/날짜",
고객,네 초등학교 3학년인데 피자 추천하는 메뉴가 있어요?,A,음식점,배달음식점,1,5,취향에따른메뉴추천요구,,Q,,네 초등학교 3학년인데 피자 추천하는 메뉴가 있어요?,,,,"초등학교, 3학년, 피자, 추천, 메뉴",,"초등학교, 3학년, 피자, 추천, 메뉴",
점원,보통 기본적인 피자에서는 불고기 슈퍼수프림 많이 나가고 있어요,A,음식점,배달음식점,0,6,취향에따른메뉴추천요구,,A,,,,,보통 기본적인 피자에서는 불고기 슈퍼수프림 많이 나가고 있어요,"기본, 피자, 불고기, 슈퍼수프림",,"피자/메뉴, 불고기/메뉴, 슈퍼수프림/메뉴",
고객,슈퍼수프림은 위에 뭐 들어가요?,A,음식점,배달음식점,1,7,식재료문의,,Q,,슈퍼수프림은 위에 뭐 들어가요?,,,,"슈퍼수프림, 위",,슈퍼수프림/메뉴,
점원,슈퍼수프림은 피망 햄이 전체적으로 깔리면서 옥수수 파인애플 들어가구요,A,음식점,배달음식점,0,8,식재료문의,,A,,,,,슈퍼수프림은 피망 햄이 전체적으로 깔리면서 옥수수 파인애플 들어가구요,"슈퍼수프림, 피망, 햄, 옥수수, 파인애플",,"슈퍼수프림/메뉴, 피망/토핑, 햄/토핑, 옥수수/토핑, 파인애플/토핑",
고객,도우 두께나 그런 거는요?,A,음식점,배달음식점,1,9,식재료문의,,Q,,도우 두께나 그런 거는요?,,,,도우 두께,,도우/부분,
점원,그거는 정하실 수 있어요,A,음식점,배달음식점,0,10,식재료문의,,A,,,,,그거는 정하실 수 있어요,그거,,,
고객,불고기피자는 뭐 들어가요?,A,음식점,배달음식점,1,11,식재료문의,,Q,,불고기피자는 뭐 들어가요?,,,,불고기피자,,불고기피자/메뉴,
점원,불고기 피망 버섯하고 양파 불고기 이렇게 들어가구요,A,음식점,배달음식점,0,12,식재료문의,,A,,,,,불고기 피망 버섯하고 양파 불고기 이렇게 들어가구요,"불고기, 피망, 버섯, 양파, 불고기",,"불고기/메뉴, 피망/재료, 버섯/재료, 양파/재료, 불고기/재료",
고객,불고기는 그러면 국내산은 아니죠?,A,음식점,배달음식점,1,13,원산지문의,,Q,,불고기는 그러면 국내산은 아니죠?,,,,"불고기, 국내산",,"불고기/재료, 국내산/원산지",
점원,네 그런건 아니고 갈아가지고 동글동글하게 만들어놨어요,A,음식점,배달음식점,0,14,원산지문의,,A,,,,,네 그런건 아니고 갈아가지고 동글동글하게 만들어놨어요,,,,
고객,가공한 거네요 고기 자체가 아니고,A,음식점,배달음식점,1,15,식재료문의,,Q,,가공한 거네요 고기 자체가 아니고,,,,"가공, 고기 자체",,,
점원,이거는 가공해가지고 들어간 거라서 가격은 2만 원대구요,A,음식점,배달음식점,0,16,식재료문의,,A,,,,,이거는 가공해가지고 들어간 거라서 가격은 2만 원대구요,"가공, 가격, 2만 원대",,2만 원대/금액,
고객,그러면 20명 정도 먹으려면 몇 판 정도 하면 되겠어요?,A,음식점,배달음식점,1,17,양에대한질문,,Q,,그러면 20명 정도 먹으려면 몇 판 정도 하면 되겠어요?,,,,"20명, 정도, 몇 판, 정도",,인원20명,
점원,점심 대신으로 먹는 건가요 아니면 간식인가요?,A,음식점,배달음식점,0,18,양에대한질문,식사간식여부,Q,,,점심 대신으로 먹는 건가요 아니면 간식인가요?,,,"점심, 대신, 간식",,점심/시간,
고객,급식하고 애들 집에 갈 때쯤 할까 싶어요,A,음식점,배달음식점,1,19,양에대한질문,,A,,,,급식하고 애들 집에 갈 때쯤 할까 싶어요,,"급식, 애들, 집",,,
점원,조각을 잘게 해가지고 한 판에 다섯 명씩 보면 20명이면 4판씩 봅니다,A,음식점,배달음식점,0,20,양에대한질문,,A,17,,,,조각을 잘게 해가지고 한 판에 다섯 명씩 보면 20명이면 4판씩 봅니다,"조각, 한 판, 다섯 명씩, 20명",,"조각, 한 판/수량, 다섯 명씩/인원, 20명/인원",
고객,저희 선생님은 따로 하려고 하는데 선생님 5분 되면은?,A,음식점,배달음식점,1,21,양에대한질문,,Q,,저희 선생님은 따로 하려고 하는데 선생님 5분 되면은?,,,,"저희, 선생님, 선생님, 5분",,"선생님/대상, 선생님/대상, 5분/인원",
점원,선생님도 점심 드시고 드시는 거잖아요?,A,음식점,배달음식점,0,22,양에대한질문,식사간식여부,Q,,,선생님도 점심 드시고 드시는 거잖아요?,,,"선생님, 점심",,선생님/대상,
고객,드시고 간식으로,A,음식점,배달음식점,1,23,양에대한질문,,A,,,,드시고 간식으로,,간식,,,
